comment,label
انت الإرهابي المرتزق تفووو عليك ,abusive
اولا جبران باسيل اخطأ وهالشي محسوم وما حدا يحاول يترجم,normal
زمن التبعية والتعطيل عنوان واحد جبران باسيل,normal
هذا كلب إيراني ,abusive
سد بوزك يا كلب انت شقفه عتال بتشتغل ببلدي خراس ولك حشره اذا بدك شغل بدي ناطور لبنايتي بشغلك بتشطف الدرج عندي وبتلم الزباله,hate
ياخي الولاد الصغار من عمر تلات سنين بدهم حرق خاصة لما يطلعوا معك بباص بقرفوا,hate
وليد بيك انت الجزمة ونحنا جريك من شعارات الحزن التقدمي,abusive
عاهرات االله يخلصنا منهن يا رب,abusive
طيب انت يا استاذ وئام ثروتك من وين ؟ صحيح كنت تبيع بطيخ ؟ لكن البطيخ لا يجني متل هكذا قصر تملكه والله,normal
هاد نفسه بيآمن بعزرائيل,normal
@user @user @user خسئت اذا صار نتنياهو مسلم عندها يصبح خنازير قم وطهران واذنابهم مسلمين,abusive_hateful
خراس ولا حيوان انا مني من جماعة ريفي لكن أنا بفتخر بالرجال وليس بالطانتات متل معلمك جحش قريطم,obscene
بعد ساعتين حكي ما بينشبع منهم,normal
الله يحميك يا بطل,normal
برغوت قواتجي,hate
ما في لزوم تكون مناصر للوزير بس كمواطن ما بتحب جبران باسيل  ,normal
المقارنة بين جبران باسيل والدكتور سمير جعجع لا تجوز،الاول ناشئ في السياسة والثاني زعي…,normal
انتبه طوق النجاة يخنئك ولك كبرانة الخسة براسك,obscene
الرئيس نبيه بري ومن يمثل,normal
سوريا منبع الإنتصارات,normal
لا ولو عمل كثير خير معنا و مع سوريا ولوووووو ,normal
من راقب الناس مات هما وانت من الهم حتموت موتت الكلاب,obscene
هل هناك مصلحه مشتركه بين جبران باسيل و نبيه بري بشأن التطبيع مع سوريا ؟ طب ليش الثنائي الشيعي ما بيوثق بف…,normal
عن اي فاسدين ليش ما بيفصح فساد حلفائه او مسمحلون ,normal
كول هوا مين ما كنت تكون بتسوى صرماية,obscene
يلا يا عرص,abusive
يا ياسين الزلمه ما عندوه سيوله اخذت منوه بدوه حدا يسكت تمه بشوية مصاري قطرية  هؤ  ,normal
مشعل السديري شعرة من جلد خنزير,obscene
من غير المقبول أن يتدخل أحد في التحقيق ومن يضلل جعلنا نشك بأنه يتستر على القاتل ,normal
جبران باسيل حاقد على مفرزات الطاءف ويعمل للانقلاب عليه ليعيد الى الموقع المسيحي قوته قبل الطاءف,normal
اعجب قياسكم للوطنية هذا المخلوق لا وطن له هو خادم لنظام الأسد ونظام الولي السفيه,normal
وانت شو دخل هلق معلمك جبران باسيل هوي لي بيحكي عنا او نسيت وهاب شو حكي عنك فكر فيها,normal
لست أنا الذي يبكي كالحريمات,normal
اهل الشام فيهم خير إلى يوم الدين,normal
كل كلاب ال سعود مكانهم قفص القرود ,hate
ههههههههههههه لك الله يلعن ابوك عهالخلفة العمى ما اسألك واجلطك وكمخ وزنخ وسميك ومقرف تجيك جلطة بنص لسان…,abusive
ليست المشكلة فقط في أن يعلّم الأمركيين والبريطانيين كيف يديرون ا ,normal
الخيانة والاجرام بدمكن ، شو خص تيار المستقبل ، ولي بيطلع ع سوريا بحارب الشعب السوري شو بكون يا كبير او صغير ما بعرف,hate
لسه بصرعوا طيزنا بدكن نصير متل العراق وليبيا يا حمير تجاوزناهن بأشواط  هلق لو نصير متل العراق وليبيا تحسن كبير جدا,abusive
@user يكابتن شريف انت من احسن الحراس ف القاره السمراء وأنا بحبك اووي يا وحش افريقيا فرحتونا بالمكسب ويار… @url,normal
العرب كلهم بدهم حرق وبس,hate
قلتلي جريدة الاخبار,normal
هي ميمونة مؤدبة بس انا مش مؤدب، دراسته العلمية يبرمها ويحطها في طيزه,abusive
بس تعرفي تكتبي بالعربي نجاوبك,normal
الله قمر الطائفة,normal
انت سيد الزلام وأكبر الرجال ومعلم وقبضاي أنا آسف إني كفرت بالذات الإلهية تبعك وقلتلك إنك عم تسوي شي غلط عفوك ورضاك يا سيد الرجال يا كاسر عيون الخوانس,normal
اتمنى على حدا ماالو علاقة بالاجرام وموت الضمير بس هادا وليد مجرم وقاتل بتتمنى عليه,abusive
الزناديق هم من يقومون بتغطية آل جنبلاط المرتدين الناكثين لديننا ، لا تناصر الباطل فهو سيبقى باطل… ,hate
لأنك كلب ابن ستين كلب مين بدو يصدقك يا خنزير,obscene
كل دولة بتدعم الاقتصاد اللبناني نحن معها,normal
صدام بالكندرة خلاه يأسلم 😂,abusive
المذهب أسدي كلب,abusive
انت بتموت بتبسيط السياسة والمجتمع لكم كلمة مالهن علاقة,normal
هيك شخص بالنسبة لها الجنس الاخر كائن غريب بحياته ما احتك فيه  بيصير يفتكر ان شي مثل الطبخ هو فطرة غريزية,normal
شو بتعرف عند الأسد ياغبي؟ الحما ر بيعرف انو هو وابوه اكثر الناس مع الأسر ائيلي دبحو الفلسطينية وشردوهم وهم شركاء بس شكلو يلي خلفك مو فلسطيني,obscene
هلق شفتي اخوة ناجحين بكفائتن وما عجبك بس ما شفتي انه هيدي اول مبتراة بينجح فيها مسيح ,normal
متل اللي بده يجي يتغزل بالمغول انو فتحوا طرق تجارة وامتزاج حضارات وتسامح ديني، صح الكلام، بالمقابل دبحوا ملايين,normal
بتفهّم فهم وحدة فهما متدنّي هههه 😎,abusive
ولك مبارح أيها المريض النفسي كنت عم تدافع عن العماد عثمان لأنو ما قبل حدا يتدخل بنقل ضباط دروز   ولازم تفهم أنو ما حدا أكبر من الدولة وكلوا ألوا حساب ولو بعد حين,normal
رجعت من الإمارات معاليك ولا بعدك هونيك؟ ,normal
واحد متلك صباط يا مومانع هي لهجتكون الصباط على راسك,abusive
شو صرت سعودي او اماراتي؟ انا بقول اماراتي بما ان بتضلك هونيك بدي مال و عليتك رايحة جايي على دبي ,normal
يا هل ترى سواد قلبك مثل سواد عينيكي والشاطر يفهم,normal
نحن فينيقيين ولسنا العرب اعوذ بالله من اصول العرب ههه العرب جرب,hate
انت يا جبران باسيل بعقليتك الفجة النتنة تقولربماوربما تفيد الشكك والتردد,obscene
انت اوسخ من العاهرات و كل عاهرات العالم اشرف واطهر منك    ,abusive
اكبر ظلم اذا الرئيس سعد الحريري بيمضي نحنا لليوم مراسيمنا ما انمضت من جبران باسيل بحجة ا…,normal
شركة روزنفت خبيرة بدفع الرشاوي جبران باسيل,normal
مافي ولا كلبب جادد ي خنازير معصيتي راحتى,obscene
وانت بول شو بتشرب يا بعير,abusive
ام ركبه سودا خرسي يا كلبه غسب عنك تنبحي في منشني هههههههه,hate
فيديو وزير الخارجية اللبناني جبران باسيل أمير قطر كسر حصار قطر في بادرة لكسر الحصار على القمة العربية الاقتصادي…,normal
الفتيات يعاقبن چوردى الصغير المنحرف على التحرش بهن,normal
نحتاج الى مسؤولين جدد لادارة الوطن,normal
هيدا جبران باسيل,normal
الله لا يسعد صباحك كل ما البلبل شدا,obscene
"العمى ما اجحشك روحي اسألي من وزير شؤون النازحين ومين عم بستلم أموال النازحين قبل ما تتفلسفي شو النفع اذا بنت حسب ونسب وجاهله  ""ينعقون مع كل ناعق""!",abusive
والله مني عارف شو انت انتو دمرتو البلد انت وامثالك ,normal
ولك كول هوا يازلمه,abusive
طيب بيعنا سكوتك او بمعنى آخر كول هوا,abusive
احسن شي تالتا أنو يلي راحوا مش لعبة أمم   بس ليه بنشرات الأخبار عندك مش مصدقة أنو حدا مات وكان كل تركيزك أنو مسرحية,normal
جيت أنتا خلصت على مقدرات الشعب,obscene
الله يلعنك انتي وياه يا بلا شرف,abusive
وكأنك تطلب حماية وليد بك يا جاهل حنجيبك ,abusive
عاهرة # متسيبة # خامجة # مسترجلة # موسطاشة # عورة # ناقصة #  باير…,hateful_disrespectful
قمة فاشله دعوا اليها الفاشلين ما بتروحوا الا عالقمم بضم حرف القاف بينما الشيخ نعيم حسن بيشارك,normal
لو كنا في دولة لما حصلت غزوة الجاهلية ,normal
حاج تياسة ما في هيك شي,normal
نحاسب عن قضية فلسطين التي فتحها عمر رضي الله عنه يا منبطيحين,obscene
@user @user @user اخي فارس لاتدعب نفسك مع عباد بول البعير,hateful
اقسم بالله انتي لو قدامي بالمجان ما اسويلك شي يا زنجية جاتك القرف يا سودا,hate
لاء هودي ما بتفوت كرمالن على ما الن اعتبار بالدولة ما بقدمو و بأخرو بشي بس جب… ,normal
وانت رفعة شي هههه,normal
قمة الوقاحة عندما تحاصر العاهرة عن العفة,abusive
اشترى جبران باسيل خمس عشرة بقرة زرع عشر وترك الباقي يلعبون في الثلاجة فماهي كمية الزيت الموجودة في البيض,normal
حدا سمعك شي كلمة حلوة بتليق بمقامك اكيد لا طيب انا رح سمعك هيي سد نيعك يا كلب يا زمك يلعن شكلك شو واطي وسافل…,abusive
الله يلعن صباحك,obscene
@user @user @user المهم شربت اليوم جرعتك من بول البعير,abusive
ازا بآسيل ما صارلو يبلع البلد ما راح تتشكل حكومة صار وقت الحربري يوقف فجع جبران,normal
لا أسوأ من بيروقراطية فاسدة الا بيروقراطية شريفة,normal
محدش يكلمني عن حقوق الانسان في بلد فيها الخنزير بياكل من الأرض والناس مش لاقية تاكل ويجي واحد ولا في دماغه يقولك ال… @url,normal
الحمار بس تقله حااا بيفهم هدون بتقلهن حاا بتلاقي حالك ما عارف من وين جاييك الضرب وبالآخر قاعد بباص أخضر وطالع عإدلب,abusive
صحيح ، يوم كان علمنا ينير الأرض ويحسبه الأغبياء سحراً ، الإسلام سمح ببول البعير فقط في التداوي وهذا ما صدقه العلم ا… @url,normal
دخلك إنت بتعرف معلمك بأي مجرور من مجارير الضاحية مخبى ف خراس,abusive
واولهم معلمك جبران باسيل بيو كان يبيع ليموناضة كحيان من وين جاب ثروته عون كان قائد جيش من جاب ثروته بس يرجعو أموال الشعب,normal
قصدك مليار تحية وبعملة الزلم مليون تريليون تحية,normal
لا دولة دون محاسبة الفاسدين ,normal
@user @user انتو الزبالة بحد ذاتها . مهلكة الرمال وشاربي بول البعير,hateful
لمحة سريعة عمعظم الاخبار المتناقلة على وساىل الام، وقد لا يفوت خبر او مقال ما في اسم جبران باسيل بحرب موجهة وممنهجة لت…,normal
ليه مستغربين من تصريح جبران باسيل أمن إسرائيل هو حق,normal
موضوع لحاله وسخ اولا عدلوا الاسم يامنافقين,obscene
كيف تستقبلون هالشي وهذي علومه ادري انت احقر منه يا وئام الكلب ياذنب بشار وحسن خرا لكن للامانه ي,obscene
لو سمحت واحد صالونه لحم وعيش شلاني وواحد سف اب,normal
على شو بدي رد اسمالله بطل طالع بي اسمك,normal
شحاد بكرافاتة يلعن روحك ع روح ملكك ع روح الأسد,abusive
انو عم تتعاطى خرا بكوكائين ولَك مين انتي ومين شايفك من ارضك قال وفد قال ودخلك الوفد بالستيانات باعتو ,abusive
فهمان خدمه الناس غلط,normal
جورج روق قاصي مرتشي كلب مثلك رح نشوف قديش جورج رزق بدو يبقي قاصي فاسد أنت يا شركسي مش مطول ولا عيلتك في الله,hate
من أفاتارك يلي شكله مكسور هو أنفك,normal
اين الجثه ياعملا امريكا من خنزير مصر ولامارات ولمملكة,hateful
طز فيك وبالبتشد على مشدو,abusive
الله يلعن كل من دمر لبنان وداس ع رقاب اللبنانيين إبتداءً بإسرائيل أبو عمار ناصر حافظ معمر صدام الخميني,obscene
بدك ما تواخذنا سعادة الوزير ما منفهم فينيقي يا ريت ترجمة للعربي,normal
مسابقة من إعداد قسم الاجتماعيات و العلوم الفلسفية,normal
إخزاك الله كنا مخدوعين فيك او انك أفدغ مصحوك عليك تمدح كلب إيران وحزب اللات القذر ,hate
جبران باسيل يطالب المجتمع الدولي بإعادة اللاجئين السوريين لديارهم,normal
احقر و اتفه الناس انت يا وهاب,obscene
لو في دولة بتحترم حالها كنا شفناك عم تغرد من رومية,normal
@user مرايف عليك ي وسخ,hateful
كلمتين سمعهم منيح لا انت ولا اكبر منك ولا الي بشد على مشدك بقلي كيف بدي احكي ,normal
يعني أنا كل ما شوف زياد أسود بيحلى بعيني جبران باسيل ما عم بفهم ليش منن أصحاب,normal
من مبارح عم تتلج بلاريس من وين جابت الشمس,normal
لك بالقليلة عم تبسط هالدراويش المحرومين,normal
@user @user ايضا الشريف المرتضى في كتابة (الإنتصار) أباح شرب بول البعير بقوله [شرب بول ما يؤكل لحمه]… @url,normal
انو انت شو شريف ما انت اكبر لص ,abusive
شو توقيت غير مناسب القصة كلها هبل نسوان ولا رجال ولا قرود عايشين سوا شو تعمل قرية للنسوان لحالهن,hate
بلشت هبل يا هبيله,obscene
مع شيخ الشباب معالي الوزير جبران باسيل,normal
علاء الخواجا مرضى عنه من الرئسات الثلاثة ما تعذب قلبك,normal
من يحاسب عماد عثمان اذا كان اللص والشرطي والقاضي والسجان شخص واحد,normal
ليك شوحليوة ابن المهورنة,obscene
هذا أحد أهم عوامل الدمار الداخلي للبلداننا ,normal
قلتلي ولاحساب طائفي وأنا معك بس فيها حساب عائلي عائلة كاملة من ثلاثة أخوة تنجح فعلاً تجربة رائدة رجاءً… ,normal
هيدي طعم مش حبة مسك جعجع بيعرف انو ما في حكومة اذا ما كان راضي,normal
سودا كلبه لول حقيرة,hate
بدا ثورة على حطوا روبورتاج صغير عن جبران باسيل وانهوه بجملة ما تكون متل جبران,normal
يامعرص انا وقفت قدامك نصف ساعه ولم تتجرأ تمد أيدك انت كلب زي العرص الكبير ال اسمه السيسي جبناء,obscene
شو النفع في آلاف الفلترات والتطبيقات لتجميل شكل الانسان وولا تطبيق لتجميل نفسيتو,normal
لا استبعد اَي ش جبران باسيل إنسان بل اخلاق,abusive
جريدة اخبار وصرمايتنا سوا معانيك هيدا كلام من مدرستك مدرسة صرامي هيك تعلمتها منك هيدي الجملة ,abusive
@user @user أمثر التحرش يكون لفظيا,normal
صهر الجنرال جبران باسيل تحدث أمس عن الحصار الذي تعرضت له قمة بيروت الاقتصادية,normal
لجنة التقييم أمه وبيه أنا واثق شو هالبولشيت مابيستحلاه غير بيس أوف شيت متلو,obscene
دخيلك مرتك وين سهرانه الليله في أياه كازينو,obscene
هيدا صحافي مأجور صرلو سنه هيك بس هلأ طلعت ريحتو,obscene
عيب ما بجوز هذا التخاطب لو سمحت نحنا أهل,normal
سمج سميك زنخ كمخة,obscene
مايقدر يرد ابن درزيه واطي,hate
#feednoly جنه برد الموضوع عندك  اذلف  ماكل لحم خنزير مادري شوضعك,normal
هذا هو وزير الخارجية جبران باسيل الذي يوظّف الدبلوماسية اللبنانية المقاومة، تطبيقا لشعار العهد لبنان القوي ، لتحصين لبنان…,normal
فليعلم المظلل ان الحقيقة ستظهر والقاتل ومن خلفه الى غياهب السجون,normal
يا استاذ وئام معك حق لازم ينسجن مع الحريري و كل القرطة شي مرة فشلي خلقي و حكي عن فساد حركة امل كرمال تقنعني,normal
بس عميتنا بنورك وايمانك يا بيك,normal
قل لي بربك وبصدق وبكل تجرد أستاذ وهاب من من دول المنطقة فيه شفقة أو رحمة أو دفء أو عطف أو تسامح,normal
ولك كول هوا بالمنام ما حتشوفوها لبعبدا وذكرني اذا شفتوها ما بكون حدن منا هون عميل,obscene
واحده من الاثنينيا انت هبيلييا عم تستهبل ويجوز الوجهين,abusive
الله يلعن جميع الأديان يلي دمرت البشرية ,hate
دمشق غاليه مثل ما كل سوريا غاليه ولكن نظام الحكم متهم بجرائم حرب لقتله اكثر من مليون سوري بشار ومن معه… ,normal
اكيد نحنا ما منتسعّر يا غشيم اما انتو سعركن معروف ولا ارخص من هيك,abusive
نص البلد من رأيي يا سخيفة,obscene
جبران باسيل قلق من الخرق الاسرائيلي اليومي ل استقلالهم وسيادتهم ولكن لم ترف عينه من محاولة عصابة السفاح تفجير مساجد في طرابلس,normal
كول نفسك هوا عالصبح,obscene
قومي سوري داعس راسك يا صرماية,normal
وانتم بس قاعدين تخنثوا بعض وناطرين الناس تبلعكم مثل البهايم ما في أخس وأنجس منكم يا خنازير,obscene
كتبت تويت من يومين  توقّعت فيها اتّهام جبران باسيل بسرقة السندات القطرية حطيتها بال قلت مش معقول نوصل لهالدرجة,normal
والله يا محامينا العزيز الايام اثبتت انو جبران باسيل بعرقل كل شي بالبلد وما حدا بيقدرلوا …,normal
للأسف طز بهذا البلد وطز بهيك نواب فعلا نحنا اللبنانيين شعب بيهوي,abusive
جيب الصحن وتعا يا خرا ,abusive
أمّا علاقتنا مع جبران باسيل فهناك صداقة بيننا وإ…,normal
رح اخلعك بلوك قد راسك العما بينص قلبك شو واطي,obscene
مو بس عنصري  رجعي متخلف كمان بشكل عام كأنه مثقف عربي من اياهم,abusive
بالله عليك   الفتنة والكذب أشد من القتل وانت تتمتع بتلك الصفات ضيعان هل عيلة فيك معالي الوزير,normal
لا ضرر من تهريبهم الى السعودية,normal
نريد فقط رجال لديهم من الوطنية وحس المسؤولية لاستبدال طبقة فشلت عند كل استحقاق,normal
اراكوز,abusive
كفو  بلكي انخرسو بعض المتصهينين,obscene
هههههه القات افضل مليون مره من بول البعير والحشيش والمخدرات التي انتم غارق,obscene
ما في حظوظ للاتباع الرئيس لازم يكون قوي في بيئته جبران باسيل ما عندو منافس,normal
وفِي طبقة مستقلة هي البغال البشرية مثلا الأخ صاحب التغريدة أدناه,abusive
ومين القاضي يلي بدو يحكم,normal
نبيه بري واحد كذاب لعوب ماسوني عّم يلعب فينا منذ ان سلمناه فكرتها انسان شريف بلنهاية طلع ماسوني عميل و…,abusive
هذا كابوس له ولعنة الايتام وسب الاموات في قبورهم,normal
كتوب عربي بالحرف العربي يا بغل منك له,abusive
اللي عملو للبنان جبران بدن سنة تيعملوا ربعو,normal
عوي ياحمار,abusive
عندما سئل ابو الغيط عن امكانية عودة عصابة سفاح الشام الى الجامعة العبرية أجابهم اسألوا جبران باسيل كلبها في بيروت,abusive
اي شرع يا خنزير القحباني؟ ان تقتل وتقطع وتذيب الجثة هذا دين داعش السعودي الوهابي المجنون,obscene
نشالله حنخليك تعرف شو هيي الشوف ,normal
وشو خصك يا طبل تتأهل أو ما تتأهل ,abusive
ضب زعرانك حسون لقدهرمت زت حالك ف شيئ نفق ياكزااااااااب,abusive
@user @user هذا البيطري حرام يكون بين البشر . قاتل سفاح عميل اسراءيلي .فتنجي وهلاء بلش بشرب بول البعير من ا… @user,abusive_hateful
وسيادتك انت شو محلك من الاعراب حتى اذا دمرت قطرررررررر وقصفتها اكثر من ماسح احذية للسيد وبشار مارح تترفع,abusive
سد بوزك انت يا عميل يا وسخ يا ابن العملا,abusive
وهاب حليف لسوريا سوريا حليفة لايران ايران حليفة قطر قطر حليفة سوريا ما فهمت شو قاهرك من القطريين ارجوك اشرحلي ,normal
أي من هذه العوامل أكثر ضرراً على المجتمع؟,normal
ابو ريدا ،عيب عليك تقول دويله قطر ،وانت من دويله او قضاء لبنان ,normal
مترجم فاشل و له ذنب,abusive
الضاحية الجنوبية بلبنان نفس القرداحة بسوريا المنطقتين بدهن حرق على الزبالة اللي صدروها للعالم,hate
المؤسف ان الاستقلاليّين والتبعيين وقفوا في وجه الحلول للتدهور البيئي بينما الواجب الوطني لم يتحرك عن…,normal
يلا ولا خنزير الله يرحم صدام حسين لي كان داعسكن,hate
@user @user حضرتك لو متابعها وخصوصا في هذا المثال الي قلته فهي توصي الحريم والبنات انها تلبي… @url,normal
فعلاً كله سلف ودين,normal
يخي كول هوا و خليك في دولتك فرنسا,abusive
يا جربوع الأكثرية هي لبتحدد ولو بيكفي شهادة عبارتك الشهيرة كمان شاركت بالشحادة وبدكن شيخ الكن طيب,obscene
شر البلية ما يضخك في كل يوم تتدحرجين إلى قعر الهزل من السياسة وضبابية الرؤية,normal
وهل اصبح وئام وهاب قاضيا يبرئ المظلوم ويسجن المذنب بأدلة من فجوره وقوة من عمالته لنظام دمشق وزحفه,normal
لكل منا رأيه شكرا لكم,normal
شكرا أستاذ وهاب دمشق رائعه وشاعرنا النواب ذلك الرائع الجميل وتحية لك ذكرتنا بهم ايها الرائع الجميل شكرا ,normal
هيك نكاية فيك بهلول  استاذ فلسفة قال ما ناغص عيونكم إلا جبران باسيل موتوا قهر,abusive
يا وئام عم تخرب صاير كلو تامر علينا الوهابي والاخونجي فقط للأمانة,normal
الله يستر الشارع الفرنسي اليوم من خضة راشيل كرم عم تغطي التظاهرة,normal
رزق الهبل عالمجانين آه يا هبيلة,abusive
صرمايه عثمان براسك وبراس يلي خلفوك وانت من يجب ان تكون في السجن يا منافق يا وضيع ولن نسكت عنك قبل ان تك… ,abusive
انطمي انطمي,obscene
ما حدا بموت و إلو عند التاني شي يا قائد العين بالعين والسن بالسن والبادي أظلم انشالله بكرا بذوب الثلج وببان المرج ,normal
والله لو فعلاً في دولة قانون ما كانت تركت امثالك يسرحون ويمرحون وعلى الشرفاء يتجنون,normal
صدقت جبران باسيل مازال بالزبالة ولم ولن يخرج هو واعوانه,hate
مافي غير جبران باسيل الي عم يلعب ب النار تحت مرأى و مسمع رئيس الحكومة,normal
لعل من يتعظ,normal
هل اصبح جميل السيد أقرب الى جبران باسيل من المقاومة؟؟؟,normal
ورح يعملولك اكتئاب وتوحد سعد الحريري تاج راسك وتيار المستقبل خلاص لبنان وبيروت التانية شاهدة ع انتصارات رجال الدولة,normal
تمثل حالها متجمعش,obscene
ليك يا ولد انا مش من رجال التواصل الاجتماعي انا باخدك عجهنم واذا فيك ٪ رجولة خليني اعرف مين ,normal
شكراً على ذوقك دائماً مبيضلنا وجنا الشيخ نصر الدين الغريب,normal
معالي الوزير خليك بالجاهلية وخازوق الجاهلية وشو بدك بقطر,hate
سوال وجيه ,normal
من بعد حماري ما ينبت حشيش,normal
ما حدا شادد ع مشدو غير ولاد عمومتو وجيران القراب والأقرب حاج يعملنا فيها قضية درزية ماحدا قاريه,normal
القبول حاجة مش بإيدينا يا جماعة والله ومش شرط إنه يكون الشخص وحش لا خالص هو احساس بييجي لوحده ومش سهل إنه يتغير هو مش زرار هندوس عليه يعني,normal
كلكم خروات يا حكام العرب ومخابراتهم وبيجوا اولاد الكلب بقولولك يعني شو البديل يجو الاخوان والقاعدة لو يجو ويدبحوكن واحد واحد بسكينة مصدية قليل عليكون,abusive
مجتمع من الخراف سيحكمه عاجلاً ام آجلا حكومة من الذئاب برتراند دي جوفنيل,normal
أوضح تجليات هالظاهرة هو خراي عالاتنين يلي صار بيمثل مواقف أغلب السوريين تجاه أي أزمة أو حدث دولي أو عربي  أو اقتتال فصائلي داخل سوريا,abusive
اهلا و سهلا بامير قطر تاج راسك يا فاسد يا بوق روح عقطر و شوف التطور و التمدن و الاحترام,abusive
انت بس عم تكتب لتفرجي الناس انك بتطااع بالكتب وانت لا تعرف عير لغة الصرامي يا احقر المخلوقات,abusive
واحد خرية كبيره المسخرة وما عنده أي محتوى ذو قيمة جويته,abusive
@user @user @user جهله لاتفقهون الا شرب بول البعير واكل الضب والضب انكس ماخلق الله,abusive
إسرائيل شر مطلق,normal
@user @user خنزير نجس اتفووووووو عليه خاين عرص وسخ,hateful
سعد الحريري من يوم يومه يخدم الناس سعد الحريري رجل الاعتدال والانسانية والكرامة لو لا سعد الحريري لكان… ,normal
ونحنا كمان جبران باسيل فتح لتدريب كل الشباب اللبناني على الشغل بالخدمات النفطية لانو عمال لبنانيين هيك القوان,normal
ايامك معدودة,normal
@user @user @user  ياحافى النعال يناكح المعيز ياشارب بول البعير,hateful
على من تقرأ مزاميرك يا موسى الله يحمي معاليك,normal
وياتري سيادتك متدين فاسد ولا متدين متلون ولا كل اللي انت بتقوله لزوم السبوبه والعيشه المرحرحه,obscene
انت حمار يا مارتن ولا بتستحمر؟,obscene
على من تقرأ مزاميرك يا داوود؟ وليد جان بولاد أصلو تركماني لا يمكن أن تترجى أو تتمنى عليه فهو مجرم موص… ,hate
@user @user انا من الصومال  ومقيم في السعودية والله كنت من محتفلين بس بطلي كذب أكثر اللي كانون مسوين زحمه الحريم بطلي كذب,normal
خرجه الله لا يقيمه سرماي كثيرة عليه اخص ع الغرب,obscene
حبيب فياض مصاب بعقدة باسيلوفوبيا,normal
@user يمكن تحمس ومافكر ب الحريم.,normal
جاسوس برتبة وزير,normal
بريطانيا ومعها توجهات مرتبة بأوروبا متحمضة من روسيا من بعد قصة سكريبال ترامب انسحب من الاتفاق النووي ومتحمض لإيران وممكن يلاقي دعم لأي عملية أو مقاطعة ضدها بعد ما حل مشكلة كوريا فعلياً محور المقاومة بالرغم من انتصاراته العسكرية وضعه السياس,normal
باسيل لإعادة النازحين ودعم قطري للبنان باسيل يبحث لحل عقدة تشكيل الحكومة,normal
لو في دولة لازم انت يا كلب ما تطلع من السجن,obscene
لو في دولة كنت أنت بالحبس يا لحيس الصرامه ,abusive
مش عارف الحقيقه من هو المجنون ولكن الأفضل عرضكم جميعا على مصح الأمراض العقليه ,normal
ليسوا  كل أبناء المتعة الخنزيرية من النصيرية أو المجوس أو الشيعة بل هناك من بقية الأديان أيضا,hate
ادام الله ذيل الكلب عاليا خفاقا في سماء الوطن,abusive
انت حمار ولا عم تستحمر,abusive
بيتفرج علي مجلة سكس,obscene
جبران باسيل ملك التعطيل,normal
اللاعب الأبرز في القمه الاقتصادية هو الوزير السوبر جبران باسيل وكان روح القمه براڤوا معالي الوزير باسيل       ,normal
واراهن بأن جعجع أبو كلب اول من نضحي به فلنا عنده رشيد كرامي وغيره من الابرياء ولن ننسى,abusive
مؤتمر صحافي مشترك للأمين العام لجامعة الدول العربية أحمد أبو الغيط مع وزير جبران باسيل,normal
رح إتركِك لأن تعبت من القلق انو شي يوم تتركيني,normal
بالعكس هنا سيكتب التاريخ,normal
هيدا اسلوبهم بالحوار متل معلمهم معودين عحوار الصرامي,hate
لأنه كلاب عالم متل طارق خوري وغيره,abusive
حتى لو اجتمع جبران باسيل ب نتنياهو حزب الله سيصمت ف الحزب لا يستطيع ازعاج باسيل لانه بحاجة لغطاء مسيحي يشرع…,normal
@user @user ههههههههه روح اشرب بول البعير ونام ههههههههههههه,abusive
@user @user جمهورية حزب الشيطان و خنازير حسن زميرة و أنصار الشيطان يظهرون من المجارير من حين لآخر،… @url,hateful
تفاصيل زيارة وزراء الداخلية والصحة لمنطقة “حوباء” عقب اشتباكات دامية بسبب التحرش بفتاة @url,normal
انتقاما للمهاجرين لازم نبيد السوريين,hate
لازم يشيلو من هالدولة عم يعطينا هوا نجس كلو جراثيم ,abusive
ويا بهيم ليه ما بتسد بوزك,abusive
الله يطول عمرك يا معلم يا إبن معروف لأصل ,normal
بغض النظر عن العنف الي نشوفه  ضد لاعب بايرن ، الي أول من طالب به هو ناغلسمان عندما صرح للاعبيه يجب ان نكون عنيفين أ… @url,normal
لا تكره شيء لعله خير,normal
كلما شوف سكارليت بمقابلة بحسها بدا الصرفة تخلّص لأن تاركة الطبخة عالنار,normal
كنت بدي استعمل جملة و انت الصادق بس معك ما فيني استعملها لانك ما بتعرف شي عن الصدق ف رح قول و انت الكذاب لو… ,abusive
كول هوا انت واياه,obscene
طيب ماشي في شي غيرو المرجع الكبير قديش كبير يعني فيك تحجم ,normal
وما أكثرهم يا صديقي ,normal
والله مرات هالزلمي معه حق جاري جاب ورقة وعمل شاحط مخالف,normal
اذا قالتلك أولاً مش طايقتك   شو إلو لزوم تانيا,normal
ولك الله انتو شعب بجم روح جبلي مصاري للشعب بعدين احكي,hate
له له الغبي الذي يتساءل بهمز ولمز شو بدناا نحكيلو؟ مع ان مثل هذه التصريحاات ليست بجديدة,obscene
العمى طلع معين المرعبي مش عارف انه الشيخ سعد منسق التفاصيل مع جبران باسيل بموضوع النازحين وسوريا,normal
يا بهيم حامل كتاب التاريخ بالمقلوب هههه في ١٩٨٢ اسراءيل هي الي أسقطت ٨٩ طائرة سوري,obscene
الراية الاخبارية الجزيرة جبران باسيل نخص بالشكر أمير دولة قطر الذي كسر الحصار المفروض على بلاده,normal
